customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
9601-BRXPO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2863-IMQDR,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5686-CMAWK,Yes,Fiber optic,No,No,Yes,Yes,No,No
5651-CRHKQ,No,Fiber optic,No,Yes,Yes,Yes,No,No
6905-NIQIN,No,DSL,No,Yes,No,No,No,No
8204-YJCLA,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5167-ZFFMM,Yes,Fiber optic,No,Yes,No,No,No,Yes
6583-SZVGP,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4895-TMWIR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0533-BNWKF,Yes,Fiber optic,No,Yes,Yes,No,No,No
1708-PBBOA,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
8782-LKFPK,Yes,Fiber optic,No,No,Yes,No,No,Yes
5522-JBWMO,No,DSL,No,No,No,No,No,No
3597-MVHJT,Yes,Fiber optic,No,No,No,No,Yes,Yes
9774-NRNAU,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
0224-RLWWD,No,DSL,No,No,No,No,No,No
9967-ATRFS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3951-NJCVI,Yes,Fiber optic,No,No,No,No,Yes,Yes
2977-CEBSX,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0177-PXBAT,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6599-CEBNN,No,Fiber optic,No,Yes,No,No,No,No
2519-ERQOJ,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
5876-QMYLD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2277-AXSDC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9442-JTWDL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0979-PHULV,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3067-SVMTC,No,DSL,Yes,No,No,Yes,No,No
5495-GPSRW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7606-BPHHN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4742-DRORA,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
0111-KLBQG,No,Fiber optic,No,Yes,No,No,Yes,Yes
4800-VHZKI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7989-CHGTL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0334-GDDSO,Yes,Fiber optic,No,Yes,No,No,No,No
4163-NCJAK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5233-AOZUF,Yes,Fiber optic,No,No,No,No,No,No
5973-EJGDP,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
1996-DBMUS,No,Fiber optic,No,No,No,No,No,No
7916-VCCPB,No,Fiber optic,No,Yes,No,No,No,No
4686-GEFRM,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5249-QYHEX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0578-SKVMF,No,Fiber optic,No,Yes,No,No,No,Yes
5564-NEMQO,No,Fiber optic,No,No,Yes,No,No,No
2233-FAGXV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5605-IYGFG,No,Fiber optic,No,No,No,No,No,No
7663-ZTEGJ,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
3935-TBRZZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8111-BKVDS,No phone service,DSL,Yes,Yes,Yes,No,No,No
2055-SIFSS,Yes,DSL,No,No,No,No,No,No
2806-MLNTI,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8734-DKSTZ,Yes,Fiber optic,No,No,No,No,No,Yes
4360-PNRQB,Yes,Fiber optic,No,No,No,No,No,No
6152-ONASV,Yes,DSL,Yes,No,No,Yes,No,No
9063-ZGTUY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7781-HVGMK,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2181-UAESM,No,DSL,Yes,No,Yes,No,No,No
2957-LOLHO,No,DSL,No,No,No,No,No,No
6048-NJXHX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2320-SLKMB,No phone service,DSL,No,No,Yes,Yes,Yes,No
4980-URKXC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4376-KFVRS,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5886-VLQVU,Yes,Fiber optic,No,No,No,Yes,No,Yes
3577-AMVUX,No,DSL,No,No,Yes,Yes,No,No
0771-WLCLA,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5628-RKIFK,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0206-TBWLC,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2937-FTHUR,Yes,DSL,Yes,No,No,No,No,Yes
1910-FMXJM,No,Fiber optic,No,No,No,No,No,Yes
7752-XUSCI,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4110-PFEUZ,No,Fiber optic,No,No,No,No,No,No
0732-OCQOC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5168-MSWXT,No,Fiber optic,No,No,Yes,No,Yes,Yes
1090-ESELR,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8592-PLTMQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5760-WRAHC,No,DSL,Yes,No,Yes,Yes,No,Yes
8847-GEOOQ,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
0256-LTHVJ,No,Fiber optic,No,No,No,No,No,Yes
4785-FCIFB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8313-NDOIA,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5149-CUZUJ,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
0942-KOWSM,No,DSL,No,Yes,Yes,Yes,Yes,Yes
4237-CLSMM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1452-VOQCH,Yes,Fiber optic,No,No,No,No,No,No
4719-UMSIY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6614-VBEGU,No,DSL,No,Yes,No,No,Yes,Yes
0880-TKATG,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3811-VBYBZ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1480-BKXGA,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2996-XAUVF,No phone service,DSL,No,No,No,Yes,No,Yes
9076-AXYIK,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5968-XQIVE,Yes,Fiber optic,No,Yes,No,No,Yes,No
8896-RAZCR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4640-UHDOS,No,DSL,No,No,No,No,No,Yes
4933-IKULF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3583-EKAPL,No,DSL,No,No,No,No,No,Yes
1304-BCCFO,No,DSL,No,No,Yes,No,Yes,Yes
4104-PVRPS,No,DSL,Yes,No,No,Yes,No,No
9399-APLBT,No,Fiber optic,No,Yes,No,No,No,No
2359-KMGLI,Yes,Fiber optic,No,Yes,No,No,No,No
3780-DDGSE,No,DSL,No,Yes,No,Yes,Yes,Yes
4431-EDMIQ,No,DSL,Yes,Yes,Yes,Yes,Yes,No
0306-JAELE,No,Fiber optic,No,No,No,Yes,Yes,Yes
6227-HWPWX,No,Fiber optic,No,No,No,No,No,No
0486-LGCCH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0447-BEMNG,No phone service,DSL,Yes,No,Yes,No,No,Yes
4612-SSVHJ,No,Fiber optic,No,No,No,No,No,Yes
5168-MQQCA,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5949-XIKAE,No,Fiber optic,No,Yes,No,No,Yes,No
7971-HLVXI,Yes,Fiber optic,No,No,No,No,No,Yes
9094-AZPHK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3649-JPUGY,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
4472-LVYGI,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
8372-JUXUI,Yes,Fiber optic,No,No,No,No,No,No
3552-CTCYF,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6778-YSNIH,No,DSL,No,Yes,No,No,Yes,No
0388-EOPEX,No,Fiber optic,Yes,No,No,No,No,No
5756-OZRIO,Yes,DSL,No,Yes,No,No,No,Yes
6579-JPICP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8205-OTCHB,No phone service,DSL,No,Yes,Yes,No,No,Yes
4134-BSXLX,No,DSL,Yes,Yes,No,Yes,No,No
0505-SPOOW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6235-VDHOM,No phone service,DSL,No,Yes,No,No,No,No
7783-YKGDV,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
4374-YMUSQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4513-CXYIX,Yes,Fiber optic,Yes,No,No,No,No,No
3957-HHLMR,Yes,DSL,Yes,No,No,No,No,Yes
7803-XOCCZ,No,Fiber optic,Yes,No,Yes,Yes,No,No
5736-YEJAX,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5609-CEBID,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8981-FJGLA,Yes,Fiber optic,No,No,Yes,No,No,No
7218-HKQFK,No,Fiber optic,No,No,No,Yes,Yes,Yes
4636-QRJKY,Yes,Fiber optic,No,No,No,Yes,No,No
1135-LMECX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4332-MUOEZ,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
8535-SFUTN,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5956-VKDTT,Yes,Fiber optic,No,No,No,No,No,No
8677-HDZEE,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2475-MROZF,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
9412-GHEEC,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3482-ABPKK,No,DSL,Yes,No,No,Yes,No,No
6705-LXORM,No,Fiber optic,No,No,No,No,No,No
0257-ZESQC,No,Fiber optic,Yes,No,No,No,No,No
7531-GQHME,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5174-ITUMV,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4109-CYRBD,Yes,DSL,No,No,No,No,No,No
0913-XWSCN,Yes,Fiber optic,No,No,No,No,No,Yes
6825-UYPFK,Yes,Fiber optic,No,No,No,No,No,No
8397-MVTAZ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0750-EBAIU,No,Fiber optic,Yes,No,Yes,No,Yes,No
8606-CIQUL,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3571-DPYUH,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
7601-GNDYK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0356-OBMAC,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
8067-NIOYM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1403-GYAFU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4234-XTNEA,No,Fiber optic,No,No,No,No,Yes,No
1297-VQDRP,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9282-IZGQK,Yes,Fiber optic,No,No,No,No,No,Yes
5348-CAGXB,Yes,Fiber optic,No,No,Yes,No,Yes,No
0621-HJWXJ,Yes,Fiber optic,No,Yes,No,No,No,No
5844-QVTAT,No,DSL,Yes,Yes,Yes,No,No,No
8905-IAZPF,No,Fiber optic,No,Yes,No,No,Yes,Yes
5394-MEITZ,No,DSL,No,Yes,Yes,Yes,Yes,Yes
6859-QNXIQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2782-LFZVW,Yes,DSL,No,No,No,No,No,Yes
2866-IKBTM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1342-JPNKI,Yes,Fiber optic,No,No,No,No,Yes,No
2817-NTQDO,No phone service,DSL,Yes,No,No,Yes,Yes,No
7129-AZJDE,No,Fiber optic,No,No,No,No,No,Yes
6986-IJDHX,No,Fiber optic,No,Yes,No,No,Yes,No
2560-PPCHE,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
4676-MQUEA,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
8138-EALND,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3580-HYCSP,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1352-HNSAW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2075-PUEPR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1982-FEBTD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5301-GAUUY,Yes,Fiber optic,No,Yes,No,No,No,No
5791-KAJFD,Yes,DSL,Yes,No,Yes,No,No,Yes
2654-VBVPB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1154-HYWWO,No,DSL,Yes,Yes,No,Yes,Yes,No
2501-XWWTZ,No,Fiber optic,No,No,No,No,No,No
3716-UVSPD,No,DSL,No,No,No,Yes,No,No
6815-ABQFQ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7343-EOBEU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3701-SFMUH,No,DSL,Yes,No,No,No,Yes,Yes
6103-LIANB,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7319-VENRZ,No,DSL,No,No,Yes,Yes,Yes,No
5846-NEQVZ,No,DSL,Yes,No,Yes,Yes,No,Yes
6967-QIQRV,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
5781-RFZRP,Yes,DSL,Yes,Yes,No,Yes,Yes,No
0939-YAPAF,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0308-IVGOK,No phone service,DSL,No,Yes,Yes,Yes,No,No
7293-LSCDV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7025-WCBNE,Yes,DSL,No,Yes,No,Yes,No,No
5756-JYOJT,No,DSL,No,No,Yes,Yes,No,Yes
4710-FDUIZ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6030-REHUX,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9548-LIGTA,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5150-LJNSR,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
8270-RKSAP,No,Fiber optic,No,No,No,No,No,No
6522-YRBXD,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2640-LYMOV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1218-VKFPE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3627-FHKBK,No,Fiber optic,Yes,No,No,No,No,No
2865-TCHJW,Yes,Fiber optic,No,No,Yes,No,Yes,No
1423-BMPBQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2393-DIVAI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5192-EBGOV,Yes,Fiber optic,No,No,No,No,Yes,No
4568-KNYWR,No,DSL,Yes,Yes,No,No,Yes,No
8752-IMQOS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0742-LAFQK,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
0795-LAFGP,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0619-OLYUR,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5512-IDZEI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0459-SPZHJ,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
0215-BQKGS,No,Fiber optic,Yes,Yes,Yes,No,No,No
9244-ZVAPM,No,DSL,No,No,No,No,No,No
0719-SYFRB,Yes,DSL,Yes,No,Yes,Yes,No,No
8208-EUMTE,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
5172-MIGPM,Yes,DSL,No,No,No,Yes,No,Yes
1710-RCXUS,Yes,Fiber optic,No,Yes,No,No,No,Yes
0374-FIUCA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5839-SUYVZ,No,Fiber optic,No,No,No,Yes,No,No
5173-ZXXXL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1096-ADRUX,Yes,Fiber optic,No,No,No,No,No,No
2001-MCUUW,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2731-GJRDG,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4723-BEGSG,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6516-NKQBO,No,DSL,Yes,No,Yes,Yes,Yes,Yes
8672-OAUPW,No,DSL,No,No,No,Yes,No,No
8207-DMRVL,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3419-SNJJD,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6543-CPZMK,No phone service,DSL,No,Yes,No,No,No,No
4765-OXPPD,No,DSL,Yes,Yes,Yes,Yes,No,No
2804-ETQDK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6689-VRRTK,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7138-GIRSH,Yes,DSL,No,No,Yes,Yes,No,Yes
9396-ZSFLL,Yes,DSL,No,No,No,No,No,No
6464-KEXXH,No phone service,DSL,No,No,No,No,No,No
7134-MJPDY,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5240-CAOYT,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
4059-IIEBK,Yes,Fiber optic,No,Yes,No,No,No,No
4881-JVQOD,No phone service,DSL,No,No,No,No,No,Yes
0516-UXRMT,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
4851-BQDNX,No,Fiber optic,No,No,Yes,No,Yes,No
5148-HKFIR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1009-IRMNA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3003-CMDUU,No,Fiber optic,No,No,No,Yes,Yes,Yes
5016-IBERQ,Yes,Fiber optic,No,Yes,Yes,No,No,No
6797-UCJHZ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2469-DTSGX,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4554-YGZIH,Yes,Fiber optic,No,Yes,No,No,No,Yes
5099-BAILX,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9931-KGHOA,Yes,DSL,Yes,No,No,No,No,No
1775-KWJKQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7665-VIGUD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9411-TPQQV,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
7207-RMRDB,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7954-MLBUN,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
2077-DDHJK,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4913-EHYUI,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0195-IESCP,Yes,Fiber optic,No,No,No,No,No,Yes
9574-BOSMD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4580-TMHJU,No,DSL,No,No,No,No,Yes,No
0970-ETWGE,No,Fiber optic,No,No,No,No,Yes,Yes
4908-XAXAY,No,Fiber optic,No,Yes,Yes,No,No,Yes
8404-VLQFB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1626-ERCMM,Yes,Fiber optic,No,No,No,No,Yes,Yes
0887-HJGAR,No,DSL,No,No,No,No,No,No
2391-IPLOP,Yes,DSL,No,No,Yes,Yes,Yes,No
5644-PDMZC,Yes,Fiber optic,No,Yes,No,No,No,Yes
3509-GWQGF,No,Fiber optic,No,No,No,No,No,No
9576-ANLXO,No,Fiber optic,No,No,No,No,No,No
2024-BASKD,No,Fiber optic,No,No,Yes,No,No,No
5845-BZZIB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1140-UKVZG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4160-AMJTL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5183-SNMJQ,No,Fiber optic,No,No,No,Yes,Yes,Yes
8100-PNJMH,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7838-LAZFO,No,DSL,Yes,Yes,Yes,No,Yes,Yes
4464-JCOLN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2085-JVGAD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5650-VDUDS,No phone service,DSL,No,No,No,No,No,No
8095-WANWK,No,DSL,No,No,No,No,No,No
3030-ZKIWL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9565-FLVCG,Yes,DSL,Yes,Yes,No,No,No,Yes
8755-OGKNA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2800-VEQXM,No,Fiber optic,No,No,Yes,No,No,No
7538-GWHML,No,Fiber optic,No,No,No,No,No,No
5533-RJFTJ,No phone service,DSL,No,No,Yes,No,No,No
3859-CVCET,No,DSL,No,No,No,No,No,No
0214-JHPFW,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5642-MHDQT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3088-FVYWK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3276-HDUEG,Yes,Fiber optic,No,No,No,No,No,No
9092-GDZKO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0823-HSCDJ,No phone service,DSL,No,Yes,No,No,Yes,Yes
3729-OWRVL,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2324-AALNO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0822-GAVAP,No phone service,DSL,No,No,No,No,No,Yes
5760-IFJOZ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2826-UWHIS,Yes,Fiber optic,No,Yes,No,No,No,No
1448-PWKYE,No,Fiber optic,No,No,No,No,No,Yes
7501-IWUNG,No,DSL,No,No,Yes,Yes,Yes,Yes
4957-TREIR,No,DSL,Yes,No,No,Yes,Yes,No
7251-LJBQN,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8040-MNRTF,No,Fiber optic,No,No,No,No,No,No
1536-HBSWP,No,DSL,No,No,No,Yes,No,No
5313-FPXWG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0067-DKWBL,No,DSL,Yes,No,No,No,No,No
0946-FKYTX,No phone service,DSL,No,Yes,No,No,No,No
5076-YVXCM,Yes,Fiber optic,No,No,No,No,No,Yes
8262-COGGB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6663-JOCQO,Yes,DSL,Yes,Yes,No,Yes,No,Yes
9620-QJREV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2276-YDAVZ,Yes,Fiber optic,No,No,No,No,No,No
2682-KEVRP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2480-JZOSN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0078-XZMHT,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5896-NPFWW,No,DSL,No,No,Yes,No,No,No
9978-HYCIN,No,Fiber optic,No,Yes,No,No,Yes,No
8338-QIUNR,Yes,DSL,Yes,No,Yes,Yes,No,No
1525-LNLOJ,Yes,DSL,No,No,Yes,No,Yes,No
9450-TRJUU,Yes,Fiber optic,No,No,No,No,Yes,No
1766-GKNMI,Yes,Fiber optic,No,No,No,No,No,Yes
6942-LBFDP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1456-TWCGB,No,DSL,No,Yes,No,No,No,No
7133-VBDCG,No,Fiber optic,Yes,Yes,No,No,No,No
7596-ZYWBB,No,DSL,Yes,Yes,No,Yes,No,No
8329-UTMVM,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
